GRADES,BEDTIME,HOURSLEEP,BIRTH_YR,BORNUSA,SCREENTIME,AGE
Mostly B's and C's,Always,9 hours,2014,Yes,2 hours,9
Mostly A's and B's,Usually,10 hours,2009,Yes,2 hours,14
Mostly A's,Always,10 hours,2013,Yes,< 1 hour,10
This child's school does not give these grades,Usually,10 hours,2005,Yes,2 hours,18
Mostly C's and D's,Usually,9 hours,2006,Yes,4 or > hours,17
Mostly B's and C's,Always,10 hours,2008,Yes,2 hours,15
Mostly A's,Always,7 hours,2008,Yes,4 or > hours,15
Mostly B's and C's,Usually,9 hours,2007,Yes,3 hours,16
Mostly A's and B's,Always,10 hours,2010,Yes,3 hours,13
Mostly A's,Always,10 hours,2016,Yes,2 hours,7
Mostly B's and C's,Usually,9 hours,2007,Yes,4 or > hours,16
Mostly A's,Usually,9 hours,2012,No,< 1 hour,11
Mostly A's and B's,Always,10 hours,2007,No,3 hours,16
Mostly A's and B's,Usually,8 hours,2008,Yes,2 hours,15
Mostly A's,Usually,10 hours,2010,Yes,< 1 hour,13
Mostly A's,Always,11 hours,2010,Yes,3 hours,13
Mostly A's,Usually,9 hours,2015,Yes,2 hours,8
Mostly A's and B's,Usually,7 hours,2011,Yes,3 hours,12
Mostly A's,Usually,10 hours,2010,Yes,1 hour,13
Mostly A's,Usually,8 hours,2007,Yes,4 or > hours,16
This child's school does not give these grades,Usually,8 hours,2012,Yes,2 hours,11
Mostly A's,Usually,9 hours,2005,No,4 or > hours,18
Mostly D's and lower,Never,9 hours,2007,Yes,< 1 hour,16
Mostly A's and B's,Always,8 hours,2007,No,4 or > hours,16
Mostly C's and D's,Usually,10 hours,2012,Yes,1 hour,11
This child's school does not give these grades,Usually,10 hours,2013,Yes,1 hour,10
Mostly A's and B's,Usually,10 hours,2006,Yes,4 or > hours,17
This child's school does not give these grades,Usually,11 hours,2015,Yes,1 hour,8
Mostly A's and B's,Usually,10 hours,2017,Yes,1 hour,6
Mostly A's and B's,Always,9 hours,2010,Yes,2 hours,13
Mostly A's and B's,Rarely,9 hours,2006,Yes,4 or > hours,17
Mostly B's and C's,Usually,8 hours,2008,Yes,2 hours,15
Mostly C's and D's,Usually,9 hours,2016,Yes,4 or > hours,7
Mostly A's,Sometimes,7 hours,2005,Yes,1 hour,18
Mostly A's and B's,Always,10 hours,2013,Yes,4 or > hours,10
Mostly A's and B's,Rarely,7 hours,2010,Yes,2 hours,13
Mostly A's,Usually,9 hours,2011,Yes,2 hours,12
Mostly A's,Always,11 hours,2015,Yes,1 hour,8
Mostly A's,Always,10 hours,2015,Yes,2 hours,8
Mostly A's,Always,8 hours,2005,Yes,1 hour,18
Mostly A's and B's,Usually,9 hours,2008,No,4 or > hours,15
Mostly A's and B's,Always,10 hours,2014,Yes,1 hour,9
Mostly A's and B's,Usually,10 hours,2011,Yes,4 or > hours,12
Mostly B's and C's,Usually,8 hours,2010,Yes,3 hours,13
Mostly B's and C's,Usually,9 hours,2011,Yes,2 hours,12
Mostly A's,Usually,11 hours,2015,Yes,< 1 hour,8
Mostly A's,Usually,12 or more hours,2013,Yes,< 1 hour,10
Mostly B's and C's,Never,7 hours,2009,Yes,2 hours,14
Mostly C's and D's,Sometimes,7 hours,2006,Yes,4 or > hours,17
Mostly A's and B's,Always,10 hours,2016,Yes,2 hours,7
Mostly A's,Always,10 hours,2009,Yes,2 hours,14
Mostly A's,Always,10 hours,2013,Yes,2 hours,10
Mostly B's and C's,Sometimes,10 hours,2006,Yes,2 hours,17
This child's school does not give these grades,Usually,7 hours,2015,Yes,4 or > hours,8
Mostly A's,Usually,11 hours,2013,Yes,3 hours,10
Mostly A's,Always,8 hours,2007,Yes,1 hour,16
Mostly A's and B's,Usually,10 hours,2014,Yes,3 hours,9
Mostly A's and B's,Usually,9 hours,2013,Yes,3 hours,10
Mostly A's and B's,Usually,< 6 hours,2006,Yes,4 or > hours,17
Mostly B's and C's,Usually,7 hours,2006,Yes,4 or > hours,17
Mostly B's and C's,Usually,9 hours,2009,Yes,3 hours,14
Mostly B's and C's,Usually,9 hours,2008,Yes,4 or > hours,15
Mostly B's and C's,Sometimes,11 hours,2006,Yes,3 hours,17
Mostly A's and B's,Usually,11 hours,2010,Yes,4 or > hours,13
This child's school does not give these grades,Always,9 hours,2012,Yes,4 or > hours,11
Mostly A's,Usually,10 hours,2012,Yes,4 or > hours,11
Mostly A's and B's,Always,10 hours,2016,Yes,< 1 hour,7
Mostly B's and C's,Rarely,10 hours,2010,Yes,4 or > hours,13
Mostly C's and D's,Rarely,8 hours,2010,Yes,4 or > hours,13
Mostly A's,Usually,10 hours,2007,No,4 or > hours,16
Mostly B's and C's,Usually,11 hours,2017,Yes,2 hours,6
Mostly A's and B's,Usually,9 hours,2010,Yes,1 hour,13
Mostly A's and B's,Always,11 hours,2015,Yes,1 hour,8
This child's school does not give these grades,Sometimes,9 hours,2015,Yes,4 or > hours,8
Mostly A's and B's,Usually,9 hours,2012,Yes,4 or > hours,11
Mostly A's and B's,Usually,9 hours,2009,Yes,3 hours,14
Mostly B's and C's,Usually,9 hours,2010,Yes,4 or > hours,13
Mostly A's,Always,11 hours,2017,Yes,1 hour,6
Mostly B's and C's,Never,7 hours,2014,Yes,4 or > hours,9
Mostly A's and B's,Usually,9 hours,2017,Yes,2 hours,6
Mostly A's,Always,10 hours,2014,Yes,4 or > hours,9
Mostly B's and C's,Usually,8 hours,2006,Yes,4 or > hours,17
Mostly A's,Usually,10 hours,2010,Yes,4 or > hours,13
Mostly B's and C's,Usually,8 hours,2007,Yes,2 hours,16
Mostly B's and C's,Usually,10 hours,2013,Yes,3 hours,10
Mostly A's and B's,Always,10 hours,2008,Yes,3 hours,15
Mostly B's and C's,Always,9 hours,2007,Yes,4 or > hours,16
Mostly A's,Usually,8 hours,2005,Yes,2 hours,18
Mostly A's and B's,Sometimes,10 hours,2015,Yes,3 hours,8
Mostly B's and C's,Usually,10 hours,2007,Yes,1 hour,16
Mostly A's and B's,Usually,8 hours,2011,Yes,4 or > hours,12
Mostly D's and lower,Sometimes,8 hours,2016,Yes,4 or > hours,7
Mostly B's and C's,Always,10 hours,2014,Yes,4 or > hours,9
Mostly A's,Usually,8 hours,2007,Yes,< 1 hour,16
Mostly A's,Usually,10 hours,2015,Yes,1 hour,8
This child's school does not give these grades,Always,9 hours,2014,Yes,4 or > hours,9
Mostly A's,Always,11 hours,2014,Yes,1 hour,9
Mostly A's,Always,12 or more hours,2017,Yes,2 hours,6
Mostly A's,Always,11 hours,2012,Yes,4 or > hours,11
Mostly A's and B's,Usually,11 hours,2012,Yes,2 hours,11
Mostly B's and C's,Always,9 hours,2011,Yes,3 hours,12
Mostly A's,Usually,10 hours,2006,Yes,4 or > hours,17
Mostly A's,Always,12 or more hours,2012,Yes,2 hours,11
This child's school does not give these grades,Always,9 hours,2012,Yes,2 hours,11
Mostly C's and D's,Usually,8 hours,2008,Yes,3 hours,15
Mostly C's and D's,Always,9 hours,2010,Yes,3 hours,13
Mostly D's and lower,Usually,8 hours,2008,Yes,4 or > hours,15
Mostly C's and D's,Always,10 hours,2006,Yes,4 or > hours,17
Mostly A's,Usually,8 hours,2009,Yes,1 hour,14
This child's school does not give these grades,Always,9 hours,2010,Yes,4 or > hours,13
This child's school does not give these grades,Sometimes,11 hours,2016,Yes,4 or > hours,7
Mostly B's and C's,Always,9 hours,2010,Yes,3 hours,13
Mostly A's,Usually,10 hours,2012,Yes,2 hours,11
Mostly A's and B's,Usually,10 hours,2006,Yes,3 hours,17
Mostly A's and B's,Always,10 hours,2013,Yes,3 hours,10
Mostly A's and B's,Always,9 hours,2005,No,1 hour,18
Mostly A's and B's,Always,8 hours,2007,Yes,2 hours,16
Mostly A's,Usually,9 hours,2013,Yes,3 hours,10
Mostly A's,Usually,10 hours,2012,Yes,1 hour,11
This child's school does not give these grades,Usually,8 hours,2016,Yes,1 hour,7
Mostly A's and B's,Always,10 hours,2017,Yes,< 1 hour,6
This child's school does not give these grades,Always,10 hours,2013,Yes,1 hour,10
Mostly A's and B's,Usually,8 hours,2010,Yes,3 hours,13
Mostly A's,Always,10 hours,2009,Yes,< 1 hour,14
Mostly A's,Always,11 hours,2011,Yes,3 hours,12
Mostly A's and B's,Always,8 hours,2014,Yes,2 hours,9
This child's school does not give these grades,Sometimes,8 hours,2013,Yes,3 hours,10
Mostly A's and B's,Usually,11 hours,2015,Yes,1 hour,8
Mostly A's and B's,Usually,9 hours,2006,Yes,3 hours,17
Mostly A's and B's,Sometimes,7 hours,2013,Yes,4 or > hours,10
This child's school does not give these grades,Usually,10 hours,2015,Yes,2 hours,8
Mostly A's,Always,10 hours,2014,Yes,1 hour,9
Mostly A's and B's,Never,11 hours,2012,Yes,4 or > hours,11
Mostly A's,Always,10 hours,2015,Yes,1 hour,8
Mostly A's and B's,Usually,10 hours,2016,Yes,3 hours,7
This child's school does not give these grades,Always,12 or more hours,2016,Yes,2 hours,7
Mostly A's and B's,Always,11 hours,2014,Yes,4 or > hours,9
Mostly A's,Usually,9 hours,2012,Yes,4 or > hours,11
Mostly A's and B's,Always,9 hours,2007,Yes,2 hours,16
Mostly A's and B's,Rarely,8 hours,2011,Yes,3 hours,12
This child's school does not give these grades,Always,9 hours,2014,Yes,2 hours,9
Mostly A's and B's,Sometimes,8 hours,2010,Yes,4 or > hours,13
Mostly A's and B's,Usually,10 hours,2013,Yes,3 hours,10
Mostly A's and B's,Always,10 hours,2010,Yes,4 or > hours,13
Mostly B's and C's,Always,9 hours,2014,Yes,3 hours,9
Mostly A's and B's,Always,11 hours,2016,Yes,2 hours,7
Mostly B's and C's,Usually,8 hours,2007,Yes,4 or > hours,16
This child's school does not give these grades,Usually,10 hours,2014,Yes,3 hours,9
Mostly A's and B's,Usually,10 hours,2008,Yes,2 hours,15
Mostly A's,Usually,9 hours,2008,Yes,2 hours,15
Mostly C's and D's,Usually,9 hours,2015,Yes,1 hour,8
Mostly A's,Usually,11 hours,2016,Yes,3 hours,7
Mostly A's and B's,Usually,10 hours,2013,Yes,2 hours,10
Mostly A's and B's,Always,9 hours,2007,Yes,1 hour,16
Mostly A's,Usually,10 hours,2015,Yes,2 hours,8
Mostly A's and B's,Usually,10 hours,2012,Yes,1 hour,11
Mostly B's and C's,Never,< 6 hours,2013,Yes,4 or > hours,10
Mostly B's and C's,Rarely,7 hours,2016,Yes,4 or > hours,7
Mostly A's and B's,Always,9 hours,2013,Yes,1 hour,10
Mostly A's,Usually,9 hours,2012,Yes,3 hours,11
Mostly A's and B's,Usually,11 hours,2014,Yes,1 hour,9
Mostly A's and B's,Always,11 hours,2010,Yes,3 hours,13
Mostly A's and B's,Always,10 hours,2011,Yes,2 hours,12
This child's school does not give these grades,Usually,11 hours,2014,Yes,< 1 hour,9
Mostly B's and C's,Usually,9 hours,2006,Yes,3 hours,17
Mostly A's,Usually,8 hours,2005,Yes,1 hour,18
Mostly A's,Usually,12 or more hours,2015,Yes,1 hour,8
Mostly A's and B's,Always,10 hours,2012,Yes,3 hours,11
Mostly A's,Always,10 hours,2009,Yes,3 hours,14
Mostly B's and C's,Always,11 hours,2009,Yes,3 hours,14
Mostly A's and B's,Sometimes,8 hours,2007,Yes,3 hours,16
This child's school does not give these grades,Usually,10 hours,2013,Yes,< 1 hour,10
Mostly A's,Rarely,< 6 hours,2008,No,4 or > hours,15
Mostly A's,Always,11 hours,2012,Yes,< 1 hour,11
Mostly A's,Always,11 hours,2016,Yes,1 hour,7
Mostly A's,Usually,9 hours,2010,Yes,3 hours,13
Mostly A's,Always,11 hours,2013,Yes,1 hour,10
Mostly B's and C's,Always,10 hours,2010,Yes,3 hours,13
This child's school does not give these grades,Always,11 hours,2017,Yes,1 hour,6
Mostly A's and B's,Usually,10 hours,2015,Yes,1 hour,8
Mostly B's and C's,Sometimes,11 hours,2013,No,4 or > hours,10
Mostly C's and D's,Usually,9 hours,2007,Yes,2 hours,16
Mostly A's and B's,Usually,11 hours,2011,Yes,4 or > hours,12
Mostly A's and B's,Usually,9 hours,2016,Yes,2 hours,7
Mostly A's,Usually,7 hours,2016,Yes,< 1 hour,7
Mostly A's,Always,9 hours,2010,Yes,4 or > hours,13
Mostly B's and C's,Always,10 hours,2009,Yes,4 or > hours,14
Mostly A's,Usually,11 hours,2012,Yes,< 1 hour,11
Mostly A's,Usually,10 hours,2013,Yes,2 hours,10
Mostly A's and B's,Always,11 hours,2013,Yes,2 hours,10
Mostly A's and B's,Always,10 hours,2012,Yes,< 1 hour,11
Mostly B's and C's,Sometimes,9 hours,2009,Yes,4 or > hours,14
Mostly B's and C's,Usually,9 hours,2005,Yes,2 hours,18
Mostly B's and C's,Usually,9 hours,2006,Yes,4 or > hours,17
Mostly B's and C's,Always,10 hours,2014,Yes,2 hours,9
Mostly B's and C's,Always,8 hours,2007,Yes,4 or > hours,16
Mostly A's and B's,Always,9 hours,2010,Yes,1 hour,13
Mostly B's and C's,Never,11 hours,2009,Yes,3 hours,14
Mostly A's and B's,Sometimes,8 hours,2011,Yes,3 hours,12
Mostly A's and B's,Sometimes,10 hours,2011,Yes,2 hours,12
Mostly C's and D's,Always,9 hours,2008,Yes,4 or > hours,15
Mostly A's,Always,8 hours,2006,Yes,4 or > hours,17
Mostly A's,Usually,< 6 hours,2005,Yes,4 or > hours,18
Mostly A's,Usually,11 hours,2007,Yes,4 or > hours,16
Mostly B's and C's,Always,9 hours,2013,Yes,4 or > hours,10
Mostly C's and D's,Always,9 hours,2011,Yes,2 hours,12
Mostly A's,Usually,9 hours,2016,Yes,4 or > hours,7
Mostly A's and B's,Sometimes,9 hours,2006,Yes,2 hours,17
Mostly A's,Usually,10 hours,2012,Yes,< 1 hour,11
Mostly A's and B's,Rarely,11 hours,2005,Yes,4 or > hours,18
Mostly B's and C's,Sometimes,9 hours,2007,Yes,3 hours,16
Mostly D's and lower,Usually,9 hours,2006,Yes,4 or > hours,17
Mostly B's and C's,Usually,10 hours,2009,Yes,4 or > hours,14
Mostly A's and B's,Usually,8 hours,2009,Yes,3 hours,14
Mostly A's,Always,9 hours,2017,Yes,4 or > hours,6
Mostly A's and B's,Always,10 hours,2007,Yes,2 hours,16
Mostly A's and B's,Usually,11 hours,2009,Yes,4 or > hours,14
Mostly A's and B's,Usually,11 hours,2015,No,4 or > hours,8
Mostly A's,Usually,8 hours,2008,Yes,2 hours,15
Mostly A's and B's,Usually,11 hours,2011,No,< 1 hour,12
This child's school does not give these grades,Always,10 hours,2013,Yes,3 hours,10
Mostly D's and lower,Usually,10 hours,2008,Yes,2 hours,15
Mostly A's,Sometimes,9 hours,2006,Yes,2 hours,17
Mostly A's and B's,Always,10 hours,2014,Yes,2 hours,9
Mostly A's and B's,Sometimes,8 hours,2016,Yes,4 or > hours,7
Mostly A's,Usually,10 hours,2010,Yes,3 hours,13
Mostly A's and B's,Usually,9 hours,2006,Yes,< 1 hour,17
Mostly C's and D's,Always,10 hours,2015,Yes,4 or > hours,8
Mostly B's and C's,Always,10 hours,2009,Yes,2 hours,14
Mostly B's and C's,Usually,9 hours,2010,Yes,2 hours,13
Mostly A's and B's,Always,10 hours,2008,Yes,2 hours,15
Mostly A's and B's,Always,10 hours,2007,Yes,3 hours,16
This child's school does not give these grades,Sometimes,8 hours,2012,No,2 hours,11
This child's school does not give these grades,Usually,8 hours,2016,Yes,2 hours,7
This child's school does not give these grades,Usually,11 hours,2012,Yes,4 or > hours,11
Mostly A's,Sometimes,7 hours,2009,Yes,3 hours,14
Mostly C's and D's,Rarely,7 hours,2007,Yes,4 or > hours,16
Mostly A's,Usually,10 hours,2013,Yes,3 hours,10
Mostly A's,Always,9 hours,2012,Yes,2 hours,11
Mostly D's and lower,Always,9 hours,2011,Yes,4 or > hours,12
Mostly A's and B's,Usually,10 hours,2014,Yes,1 hour,9
This child's school does not give these grades,Always,10 hours,2015,Yes,2 hours,8
Mostly A's and B's,Usually,9 hours,2015,Yes,2 hours,8
Mostly A's,Always,10 hours,2012,No,4 or > hours,11
Mostly A's,Always,11 hours,2014,Yes,2 hours,9
Mostly A's and B's,Always,9 hours,2006,Yes,4 or > hours,17
Mostly B's and C's,Usually,7 hours,2005,Yes,4 or > hours,18
Mostly B's and C's,Always,9 hours,2009,Yes,3 hours,14
Mostly B's and C's,Rarely,11 hours,2005,Yes,4 or > hours,18
Mostly B's and C's,Always,9 hours,2007,Yes,3 hours,16
Mostly A's and B's,Usually,10 hours,2015,Yes,2 hours,8
Mostly B's and C's,Usually,9 hours,2010,No,2 hours,13
Mostly C's and D's,Always,7 hours,2008,Yes,2 hours,15
Mostly A's and B's,Always,8 hours,2013,Yes,1 hour,10
Mostly A's,Usually,10 hours,2016,Yes,2 hours,7
This child's school does not give these grades,Usually,9 hours,2016,No,4 or > hours,7
This child's school does not give these grades,Usually,8 hours,2012,Yes,4 or > hours,11
Mostly A's and B's,Usually,10 hours,2008,Yes,4 or > hours,15
Mostly B's and C's,Sometimes,9 hours,2006,Yes,4 or > hours,17
Mostly A's and B's,Always,11 hours,2011,Yes,2 hours,12
Mostly B's and C's,Usually,11 hours,2013,Yes,2 hours,10
Mostly A's,Always,9 hours,2006,Yes,4 or > hours,17
This child's school does not give these grades,Usually,11 hours,2016,Yes,< 1 hour,7
Mostly A's,Usually,11 hours,2014,Yes,2 hours,9
Mostly C's and D's,Usually,8 hours,2008,Yes,2 hours,15
This child's school does not give these grades,Always,9 hours,2015,Yes,< 1 hour,8
Mostly A's,Always,8 hours,2008,Yes,3 hours,15
Mostly B's and C's,Usually,10 hours,2015,No,3 hours,8
Mostly B's and C's,Sometimes,8 hours,2006,Yes,4 or > hours,17
Mostly A's and B's,Usually,9 hours,2011,No,1 hour,12
Mostly A's and B's,Always,9 hours,2005,Yes,2 hours,18
Mostly A's and B's,Always,9 hours,2011,Yes,4 or > hours,12
Mostly A's,Always,10 hours,2006,Yes,4 or > hours,17
Mostly A's,Usually,8 hours,2009,No,3 hours,14
Mostly C's and D's,Always,9 hours,2010,Yes,2 hours,13
This child's school does not give these grades,Always,10 hours,2008,No,4 or > hours,15
Mostly A's and B's,Usually,10 hours,2009,Yes,1 hour,14
Mostly A's,Sometimes,9 hours,2005,Yes,3 hours,18
Mostly A's and B's,Always,8 hours,2008,Yes,3 hours,15
Mostly B's and C's,Always,< 6 hours,2007,Yes,3 hours,16
Mostly A's,Usually,9 hours,2010,Yes,1 hour,13
Mostly A's,Usually,9 hours,2014,Yes,< 1 hour,9
Mostly A's,Usually,11 hours,2012,Yes,2 hours,11
Mostly A's and B's,Rarely,8 hours,2007,No,4 or > hours,16
Mostly A's,Usually,12 or more hours,2011,Yes,3 hours,12
This child's school does not give these grades,Usually,8 hours,2015,Yes,4 or > hours,8
Mostly D's and lower,Usually,9 hours,2010,Yes,4 or > hours,13
This child's school does not give these grades,Usually,9 hours,2012,Yes,2 hours,11
Mostly A's,Always,9 hours,2009,Yes,1 hour,14
Mostly A's and B's,Usually,9 hours,2016,Yes,3 hours,7
Mostly A's,Always,9 hours,2010,Yes,< 1 hour,13
Mostly A's,Always,11 hours,2013,Yes,< 1 hour,10
Mostly A's and B's,Always,9 hours,2006,Yes,3 hours,17
Mostly C's and D's,Rarely,8 hours,2012,Yes,4 or > hours,11
Mostly B's and C's,Usually,10 hours,2016,Yes,< 1 hour,7
Mostly A's and B's,Usually,8 hours,2008,No,2 hours,15
Mostly A's and B's,Always,9 hours,2015,No,1 hour,8
Mostly A's and B's,Usually,8 hours,2009,No,2 hours,14
Mostly B's and C's,Usually,9 hours,2009,No,2 hours,14
Mostly A's,Usually,12 or more hours,2016,Yes,< 1 hour,7
Mostly B's and C's,Usually,9 hours,2006,No,3 hours,17
Mostly A's,Always,10 hours,2011,Yes,< 1 hour,12
Mostly A's,Usually,8 hours,2007,No,3 hours,16
Mostly C's and D's,Sometimes,7 hours,2005,Yes,< 1 hour,18
This child's school does not give these grades,Always,9 hours,2012,Yes,3 hours,11
Mostly A's and B's,Sometimes,9 hours,2010,Yes,3 hours,13
Mostly A's and B's,Sometimes,9 hours,2011,No,2 hours,12
Mostly A's and B's,Sometimes,10 hours,2011,No,2 hours,12
Mostly A's,Usually,10 hours,2009,Yes,3 hours,14
Mostly A's and B's,Usually,12 or more hours,2016,Yes,< 1 hour,7
This child's school does not give these grades,Always,12 or more hours,2015,Yes,< 1 hour,8
Mostly A's,Usually,11 hours,2012,Yes,1 hour,11
Mostly A's,Rarely,9 hours,2006,Yes,3 hours,17
Mostly A's and B's,Usually,8 hours,2007,Yes,1 hour,16
Mostly B's and C's,Usually,11 hours,2005,Yes,3 hours,18
Mostly A's,Always,8 hours,2007,Yes,2 hours,16
Mostly A's and B's,Usually,< 6 hours,2010,Yes,2 hours,13
This child's school does not give these grades,Usually,10 hours,2014,Yes,4 or > hours,9
This child's school does not give these grades,Sometimes,10 hours,2011,Yes,2 hours,12
Mostly D's and lower,Usually,10 hours,2010,Yes,4 or > hours,13
Mostly A's and B's,Always,9 hours,2009,Yes,< 1 hour,14
Mostly B's and C's,Usually,8 hours,2007,Yes,3 hours,16
Mostly A's and B's,Always,9 hours,2013,Yes,4 or > hours,10
Mostly A's and B's,Usually,10 hours,2007,Yes,2 hours,16
Mostly A's,Usually,< 6 hours,2006,Yes,2 hours,17
Mostly A's and B's,Rarely,8 hours,2007,Yes,4 or > hours,16
Mostly B's and C's,Usually,10 hours,2014,No,3 hours,9
This child's school does not give these grades,Always,10 hours,2014,Yes,1 hour,9
Mostly A's,Usually,10 hours,2011,Yes,3 hours,12
Mostly A's and B's,Usually,7 hours,2006,Yes,3 hours,17
Mostly A's and B's,Usually,10 hours,2011,Yes,3 hours,12
Mostly A's,Usually,12 or more hours,2010,Yes,4 or > hours,13
Mostly A's,Always,11 hours,2016,Yes,< 1 hour,7
Mostly A's,Usually,10 hours,2017,No,3 hours,6
Mostly A's and B's,Always,9 hours,2015,Yes,2 hours,8
This child's school does not give these grades,Usually,11 hours,2016,Yes,1 hour,7
Mostly A's,Usually,11 hours,2015,Yes,3 hours,8
Mostly A's,Usually,9 hours,2013,Yes,2 hours,10
This child's school does not give these grades,Always,12 or more hours,2017,Yes,< 1 hour,6
Mostly B's and C's,Rarely,< 6 hours,2006,Yes,4 or > hours,17
This child's school does not give these grades,Usually,12 or more hours,2016,Yes,3 hours,7
Mostly A's and B's,Always,9 hours,2011,Yes,3 hours,12
Mostly B's and C's,Usually,12 or more hours,2015,Yes,2 hours,8
Mostly A's,Usually,10 hours,2014,Yes,1 hour,9
Mostly C's and D's,Usually,9 hours,2007,Yes,1 hour,16
